TARGET,cus_employername,profit_loss_after_cost,agrgrp_writeoff
1.0,J D Wetherspoons,153.32,
1.0,Lombard,251.5,
,Morrisons,39.0,1.0
,Peacocks,19.0,1.0
1.0,Hm Forces,516.5,1.0
1.0,Slough Borough Council/Wexham Sports Collage,581.5,
,Pallex,44.21,
1.0,Lyreco,1459.0,
0.0,Pieroth,-158.54,1.0
0.0,British Army,-296.0,1.0
1.0,Compass,539.0,
0.0,Sage Uk,-3.0,1.0
0.0,Primark,-211.0,1.0
1.0,Galacoral,387.25,
,Palmer And Harvey,75.0,
1.0,Dobbies,422.3,1.0
0.0,Enterprise,-123.5,1.0
1.0,Hm Forces,259.0,
,Viridor Waste,1.5,
,Hmcs,44.2,
1.0,First Great Western,1349.0,
1.0,Ladbrokes,185.0,
0.0,Talktalk,-236.0,1.0
0.0,Alpha Hospital,-83.11,1.0
0.0,Westex,-221.57,1.0
,Tescos,21.5,1.0
1.0,Schutz Uk,561.5,
1.0,Johnson Controls,663.0,
0.0,Army,-171.0,1.0
,Afc Group/House Of Fraser,30.36,
0.0,Capula,-16.0,1.0
0.0,Higher Broughton Health Centre,-109.75,1.0
0.0,Arrowe Park Hospital,-171.0,1.0
0.0,Waverley Tbs,-151.0,1.0
1.0,Mod,1035.5,1.0
,Evans Halshaw,66.98,
1.0,Post Office,131.0,1.0
1.0,Asda,201.5,
,Mcdaniel & Co,30.32,
0.0,Tradeteam Ltd,-31.0,
,Maybourne,1.5,
1.0,Co Op Bank,1658.1,
1.0,Morrisons,151.5,
0.0,Royal Hospital School,-91.98,1.0
1.0,"Four Seasons, Maple Lodge Care Centre",891.5,
1.0,Eurocraft Enclosures Ltd,726.5,
0.0,Dvla Northampton Local Office,-236.0,1.0
0.0,Abington Flooring,-176.0,1.0
,Europa,74.5,
1.0,Orange Pcs,584.0,
,Nsl Services,96.5,
0.0,Armed Forces,-186.0,1.0
,Hand Picked Hotels,71.8,1.0
0.0,Army,-11.0,
0.0,Asda,-306.0,1.0
0.0,Bupa - Chilton Meadows,-53.5,1.0
0.0,Simon Holdings Plc,-33.5,1.0
1.0,London Borough Of Barking And Dagenham,706.67,
1.0,Orange,991.5,
0.0,Glasgow City Council,-53.5,1.0
0.0,Serco Home Office,-102.93,
0.0,Sunningdale Boys School,-178.5,1.0
0.0,Hm Armed Forces,-51.0,1.0
0.0,Klick Business Solutions Ltd,-251.0,1.0
0.0,Morrisons Supermarket,-14.05,1.0
1.0,Williams Lea,1179.0,
1.0,Boots Pharmacy,311.25,
1.0,Hm Forces,346.5,
0.0,Tesco Stores Ltd.,-173.5,1.0
1.0,South Tees Nhs Trust - Middlesbrough General Hospital,556.0,
0.0,Synergie,-4.75,
,G4s Security Ltd,74.65,
,Hart Reade Solicitors,1.5,
1.0,Game,1045.25,
,Argos Ltd,39.0,
0.0,Trojan Communications,-92.25,1.0
1.0,Waitrose,1262.02,
0.0,Manor Care Group,-96.0,1.0
0.0,Surgi-Call,-68.5,1.0
1.0,St Homes,989.75,
,Blue Spark Consulting Llp,36.0,
1.0,Foray Motor Group,124.0,1.0
,Ge Finance,47.23,
1.0,Toolstation Ltd,287.5,
0.0,Kerry Foods,-136.0,1.0
0.0,Consortium,-211.0,1.0
0.0,Homeserve,-6.0,
0.0,Lidl,-151.0,1.0
0.0,Grattan,-109.07,1.0
0.0,Kelway Uk Ltd,-3.5,1.0
1.0,Hammersmith Hospital Nhs,1366.5,
1.0,Tesco,1452.75,
0.0,Citylink,-73.5,
0.0,Radar Computers,-186.0,1.0
0.0,British Army,-11.0,
1.0,Royal Liverpool Hospital Nhs Trust,336.0,
1.0,Tesco,179.0,
0.0,British Army,-226.0,1.0
0.0,Stena Line,-111.0,1.0
1.0,Morrisons,431.5,
0.0,Tk Maxx,-61.0,1.0
0.0,Hallam Beauty Ltd,-136.0,1.0
1.0,East And North Herts Nhs Trust,155.36,
1.0,Yorkshire Bank,272.09,
,Pebbles Care Ltd - Pebbles Care Home,6.5,1.0
1.0,G4s,1046.57,
1.0,Plough Hotel,115.0,
1.0,Fat Face Ltd,229.0,
,Co-Operative,1.5,
0.0,Lavelle And Partners,-211.0,1.0
1.0,Hm Prison Service,893.67,
0.0,Edf Energy,-16.0,
,Norfolk And Norwich University Hospital,1.5,
,Meridian,24.58,
0.0,Bupa - St Nicholas Nursing Home,-186.0,1.0
0.0,Uhsu,-176.0,1.0
,Allied Healthcare Group Limited,76.5,
0.0,Ess Compass Group,-66.0,1.0
1.0,Wm Morrisons,1715.75,
,Boc Gas,1.5,
1.0,Forrest Dale School,102.72,
0.0,Southampton University Hospitals Nhs-Trust,-3.0,1.0
0.0,Asda Cdc4 Falkirk,-171.0,1.0
0.0,Daniels Silverman,-27.25,1.0
1.0,Wightlink Ltd,751.0,1.0
,Tdx,14.0,
1.0,Northernrail,183.38,1.0
1.0,Royal Bolton Hospital,624.0,1.0
0.0,Phones 4 U,-243.5,1.0
0.0,Cairn Hotel Group,-151.0,1.0
0.0,Western Power Distribution,-238.5,1.0
1.0,Panalux,129.18,1.0
0.0,Mwb Business Exchange,-161.0,1.0
1.0,Dept Of Work And Pensions,123.0,
0.0,Biffa,-136.0,1.0
0.0,Homeserve,-73.5,1.0
0.0,Envirovent,-186.0,1.0
1.0,Debenhams,928.5,
1.0,The Royal London Hospital/Nhs,921.47,
1.0,Gate Gourmet,366.5,
1.0,Walsall Mbc,284.05,
0.0,Warren Evans,-164.75,1.0
,Sainsburys,-1.0,1.0
0.0,Pbn Wineworld,-111.0,1.0
,House Network,91.5,
1.0,Bet365,512.75,
0.0,Marks And Spencer,-237.25,1.0
1.0,Thinkbanking,571.5,1.0
1.0,Lifestyle Services Group Ltd/ Phones For U,166.05,
0.0,Morrisons,-47.55,1.0
1.0,Mf Global,494.0,
1.0,Haringay Council,934.0,
,Baa,9.0,1.0
0.0,Hydro Aluminium,-186.0,1.0
1.0,East Kent Hospitals Nhs Trust,886.5,
0.0,Blacklaws Davis Llp,-201.0,1.0
0.0,The George Hotel,-161.0,1.0
0.0,Lbm,-148.5,1.0
1.0,Prestige Nursing,133.3,
0.0,Mk Pct,-65.41,1.0
1.0,Wcvs - West Country Vending Services,394.0,
1.0,Manpower Uk,206.98,1.0
1.0,Heart Of England Nhs,122.64,
1.0,Stonham/home Group,110.6,
1.0,Euro Car Parts,1374.0,
,Kfc,66.5,
0.0,Army,-11.0,
,Lcc Support Services,95.0,1.0
1.0,Armed Forces Uk,681.5,
0.0,Safestyle,-186.0,1.0
1.0,South Lanarkshire Council,257.75,1.0
,Emap Ltd,64.0,
1.0,Vacuum Engineering,541.5,1.0
1.0,Suffolk New College,1026.5,
,Ladbrokes,31.5,1.0
1.0,Blackstone Training,205.18,1.0
1.0,Support Options,261.42,
,Royal Navy,79.0,
0.0,Fresh Direct,-148.5,1.0
0.0,Augure Uk Limited,-7.25,
0.0,Leadx,-186.0,1.0
1.0,Thamesdoc,412.5,
1.0,Palmer And Harvey,375.0,
0.0,British Army,-11.0,
0.0,Bolt King,-131.0,1.0
0.0,Card Factory,-136.0,1.0
0.0,Siemens,-10.15,
,Morgans Hotel,38.5,
0.0,Panasonic,-186.0,1.0
0.0,Centrica,-63.0,1.0
1.0,Skills Funding Agency,247.5,
0.0,Filling Station  Restaurant,-121.39,1.0
1.0,Ministry Of Justice,359.0,
0.0,City Link Ltd,-186.0,1.0
,Marriott Hotel,75.14,
,Westinghouse Signals Ltd,84.39,
0.0,Home Bargains,-161.0,1.0
,Armed Forces,1.5,1.0
0.0,Voice Marketing,-31.0,1.0
0.0,Plane Handling,-58.5,1.0
1.0,Granite Solution Direct,300.25,
1.0,J Sainsburys,201.25,
1.0,De Montfort University,116.5,1.0
1.0,Addenbrookes Nhs Trust,108.03,1.0
0.0,Virgin Trains,-21.0,1.0
1.0,Luton Hoo Hotel,1199.0,
0.0,Mothercare,-239.75,1.0
1.0,Salford City Council,307.25,
0.0,Stagecoach,-190.0,1.0
,Gmk Ltd,16.74,
1.0,Horton Hospital,443.1,1.0
,Superior Labels,34.28,
0.0,Firmdale Hotels,-108.25,1.0
,Raf,99.0,
1.0,Vodafone Ltd,217.75,
0.0,Department For Work And Pensions,-46.0,1.0
,The Priory Group,79.0,
1.0,B+Q,181.8,
1.0,Country Wide,1155.43,
1.0,Gucci,141.5,1.0
,Wirral Autistic Society,36.07,
0.0,Charter Care,-106.0,1.0
0.0,Somerset Partnership Nhs,-24.0,1.0
1.0,Asda,850.25,
0.0,Cornwall Council,-211.0,1.0
0.0,Relocity,-96.0,1.0
,Evans Halshaw,41.17,
1.0,Central Law Training,166.5,
0.0,Southern Cross Health Care,-186.0,1.0
1.0,Asda,710.25,
0.0,Armed Forces,-11.0,
1.0,Tesco,783.0,
1.0,Mitie,587.5,1.0
0.0,Bmw,-219.75,1.0
1.0,Armed Forces,104.0,
0.0,Derbyshire County Council,-53.5,1.0
1.0,British Army,1499.0,
,Royal Navy,1.5,
1.0,Avance Plc,604.0,
,Scotmid,6.5,
1.0,Clearstream,166.74,
,Sainsburys,52.97,
1.0,Pepenbury,854.0,
1.0,G4s Security Uk Ltd,296.5,
0.0,Staples,-62.5,1.0
1.0,Dwp,165.93,1.0
,Tesco,31.25,
0.0,Holme Steel Fabrications,-166.0,1.0
0.0,Hm Forces,-196.0,1.0
0.0,Peerless Plastics,-186.0,1.0
1.0,United Reformed Church,270.0,
0.0,Air Products Plc,-74.67,1.0
1.0,Tesco,138.0,
0.0,Tesco Ltd,-176.0,1.0
1.0,Dwp / Yardley Jobcentre,1316.5,
1.0,Mercedes Benz,1124.0,
1.0,Edit Team,164.0,1.0
1.0,Ealing Hammersmith & West London College,136.5,
0.0,Compass,-106.0,1.0
1.0,Capstone,167.25,
0.0,Manchester Community Health,-11.0,
1.0,The Riseborough Care Home,354.0,1.0
1.0,Cornwall County Council,484.41,
1.0,Raf,974.0,
,Hm Forces,1.5,
0.0,Redbox International,-144.75,1.0
,Syncreon,34.0,
1.0,B&Q,165.5,
0.0,Bp,-11.0,
0.0,Integral Uk Ltd,-278.5,1.0
,Hm Forces,14.0,
1.0,Inspired Gaming Group/ingg,165.5,
1.0,Homeserve Plc,926.5,
1.0,Hmrc,310.7,
0.0,*Sainsburys*,-211.0,1.0
,Jordans Lettings,62.25,
1.0,Phones4u,234.0,
1.0,Luton Borough Council,157.75,1.0
1.0,Tata Steel,1669.0,
1.0,Qsoft Consulting Ltd,471.5,
0.0,Cemex,-16.0,
0.0,Giraffe Sales Ltd -Fitness First,-4.75,
0.0,Freemans Grattan Holdings,-46.44,
0.0,Nhs - Leeds General Infirmary,-193.5,1.0
0.0,British Gas,-186.0,1.0
1.0,Hms Armed Forces,416.0,1.0
,Gfk Nop,85.32,1.0
1.0,Mission Express,259.45,
,Club La Costa,46.5,1.0
0.0,Tlc Listening Company,-222.72,1.0
0.0,Manchester Cleaning Co,-136.0,1.0
,Home Retail Group,41.5,
,Gwent Nhs Trust,67.54,1.0
1.0,Holiday Inn Express,218.13,
1.0,May Gurney,113.3,
1.0,Nhs South Essex,339.0,
0.0,Nco Europe,-98.5,1.0
0.0,Hm Forces,-6.0,
1.0,Tower Hamlets Council,135.92,
0.0,Florence Nightingale Hospital,-103.5,1.0
0.0,Northern Rock,-241.0,
0.0,Leek College,-211.0,1.0
0.0,Kelly Communications,-166.0,1.0
,Sainsburys,74.0,
,B & Q,56.47,
1.0,Chailey Heritage,441.5,1.0
1.0,La Fitness,1402.46,
0.0,Ibdg,-151.0,1.0
0.0,Branksome Science College,-267.25,1.0
1.0,Tesco,714.0,
,B&Q Plc,25.0,
0.0,Dvla Wembledon London,-236.0,1.0
1.0,Ceridian,347.58,
1.0,Sainsburys,342.75,
,Sky Repair Services,64.44,
1.0,Somerfield,1346.5,
0.0,Nampak Plastics,-41.0,
0.0,Goldsborough Home Care,-243.5,1.0
1.0,Natwest,162.75,
0.0,Rentokil Pest Control,-25.91,1.0
,Maplin,39.0,
,Verdant,21.5,1.0
1.0,Vigilant Plc,435.87,
1.0,Mercato Solutions Ltd,182.0,
0.0,Voyage,-186.0,1.0
1.0,Check House,1233.5,
0.0,Senior Aerospace,-9.3,1.0
,The Leonard Stocks Centre Is Run By Shekinah Torbay,7.75,
1.0,Hackney Council,851.5,
1.0,Belfast Education Library Board,949.0,
1.0,Mint,481.5,
,Aah Pharmecuticals,97.5,
,Soapworks Ltd,91.5,1.0
1.0,Cadbury,630.25,1.0
1.0,National Offender Management Service,365.0,
0.0,Tesco,-136.0,1.0
0.0,Transform,-181.0,1.0
,Aew Architects,29.0,
1.0,Nhs Lothian,1831.5,
0.0,Retail Merchant Services,-171.0,1.0
0.0,West Midlands Ambulance Service Nhs Trust,-333.5,1.0
1.0,The Co Op Group,104.59,
,Chartwells,96.25,
,Musgrave Park Hospital -,76.5,1.0
0.0,Ifm Electronic Limited,-4.61,
1.0,Verizon Business,814.0,
1.0,B&M Care,324.8,
1.0,The British Army,654.0,
1.0,British Army,254.0,1.0
1.0,New Look Retailers Ltd,1004.0,
,Talktalk,24.0,
1.0,Sunlight,666.5,
1.0,Bibby Distribution,132.1,1.0
0.0,Carewatch,-135.0,1.0
0.0,Greater Manchester Police,-7.25,
1.0,Scottish Ambulance Service,204.0,
1.0,Elim Church,121.5,1.0
1.0,Lbm,668.75,
0.0,Carphone Warehouse,-4.75,
1.0,Johnson Yates,397.0,
0.0,Srcl,-203.83,
,Iris Worldwide,9.0,
1.0,Tesco,735.32,
0.0,Charles Hurst Ltd,-106.0,1.0
0.0,99P Stores,-2.25,
1.0,Army,318.95,
1.0,Invensys Rail Ltd,889.0,
1.0,Cooperative,359.0,1.0
0.0,Sefton Council,-74.93,
1.0,Noble Foods,100.2,
,Rf Brooks,26.59,
1.0,Thomas Buxton Primary School,312.5,1.0
0.0,Hm Forces,-11.0,
1.0,Clydeport Ltd,256.76,
,Home Farm Trust,91.5,
0.0,Cygnet Health Care,-85.26,
0.0,Mce Insurance,-171.0,1.0
1.0,Abbadart,408.19,
0.0,Mod,-11.0,
0.0,Harren Services,-61.5,1.0
1.0,Str Global,300.35,
1.0,Knightsbridge Guarding,202.75,1.0
0.0,B & Q,-226.0,1.0
0.0,Maplin Electronics,-11.0,
1.0,G4s,491.5,
0.0,Hm Forces,-28.5,
,Lake View Care Home/Alpha Care Home,14.0,1.0
0.0,Krantech Holdings Ltd,-241.0,
,British Transport Police,7.75,
0.0,Solo Cleaning,-287.25,1.0
0.0,Ocs Glazing,-42.5,1.0
1.0,Hm Forces,551.5,
,Asda,75.02,
0.0,Sainsbury,-191.0,1.0
0.0,Minestry Of Defence,-11.0,
0.0,Hugh Steeper,-94.75,1.0
0.0,Bodyshop,-186.0,1.0
1.0,Asda,398.8,
0.0,Network Rail,-126.0,1.0
1.0,Resource,376.5,1.0
1.0,Marks And Spencer,406.25,
0.0,Scotmid,-151.0,1.0
1.0,Lbm Belfast,161.5,1.0
0.0,Tesco Distribution,-61.0,1.0
1.0,Mitchells And Butler - Green Old Mans Pub,901.84,
1.0,Weyfringe Barcode & Labelling Systems,376.5,
1.0,Aegon Uk,866.5,
0.0,Pm Law,-112.25,1.0
,Frankie And Bennys,1.0,
1.0,Hinchingbrooke Hospital,730.5,
1.0,Stockport Nhs,1196.5,
0.0,Rolls Royce/michell Bearings,-502.72,1.0
1.0,Amazon,163.5,
,Priority Tipek Security Group Ltd,-1.0,1.0
1.0,Asda,106.5,1.0
1.0,Kwik Fit,101.5,1.0
1.0,Scarborough General Hospital,105.73,
1.0,Royal Navy,379.0,
1.0,Royal Air Force,131.14,
,Fujitsu,56.5,1.0
1.0,Rps Water,1015.25,
0.0,Corney & Barrow,-19.75,
0.0,Spire Hospital,-148.5,1.0
1.0,Cis - Cooperative Financial Services,744.0,1.0
1.0,British Army,199.0,
0.0,Hutchinson 3G Ltd,-241.56,1.0
1.0,British Gas,912.75,
0.0,Halton Borough Council / Ashley School,-223.46,
0.0,British Home Store/Bhs,-196.0,1.0
1.0,Cab,735.75,
1.0,Royal Air Force,114.0,
0.0,Hampshire County Council,-186.0,1.0
0.0,Nottinghamshire Healthcare Rampton Hospital,-256.0,1.0
0.0,Oceaneering,-300.35,
0.0,T-Mobile,-198.5,1.0
1.0,Bentley Nursing Home,238.5,
1.0,Boyes Rees Architects,166.5,
0.0,Showforce Services Ltd,-213.5,1.0
1.0,Wincanton,756.5,
0.0,Bbc,-81.0,
0.0,Buckreddan Care Centre,-114.18,
,Bupa International,16.25,
,Ssp,1.5,
,Chubb Security,34.0,
0.0,Interflex Ltd,-241.0,1.0
1.0,Schneider Electric,149.04,1.0
1.0,Dsgi - Currys,1024.0,
,River Island,11.5,1.0
1.0,Nhs Forthvalley,557.47,
1.0,British Army,976.5,
1.0,Aspinalls Club,116.58,
0.0,Wakefield Council,-53.44,1.0
,Stella Travel Services - The Global Travel Group,82.75,1.0
1.0,Notaro Homes Ltd / Aspen Court Care Home,771.5,
1.0,Cis Insurance,763.75,
1.0,Asda,1350.25,
0.0,Shearings Hotel,-163.5,1.0
,Hm Forces,34.0,1.0
0.0,G4s,-71.0,1.0
1.0,Hotel Mk,214.0,1.0
,Bodycote Heat Treatments Ltd,94.0,1.0
1.0,Ofsted,539.0,
1.0,Mccolls,960.25,1.0
1.0,Barchester Health Care,746.5,
,Bskyb,40.25,
0.0,First Call Healthcare,-136.0,1.0
1.0,Odfjell,257.75,
1.0,Booking.Com,815.25,
0.0,Serco,-73.5,1.0
,Hm Forces,91.5,
,Glebe Care Ltd,19.0,1.0
0.0,Manchester Marble,-186.0,1.0
1.0,Tesco,159.0,1.0
0.0,Cannon Hygiene,-211.0,1.0
0.0,Network Rail,-186.0,1.0
1.0,Mandarin Oriental Hyde Park,102.75,1.0
,Golly Slater ( Tesco ),0.25,
0.0,Emprise Services Plc.,-61.0,1.0
1.0,Harrods Estates,661.5,
,Visa Europe,1.5,
1.0,Briggs,151.5,
1.0,Dulux,866.5,
0.0,Medico,-6.61,1.0
1.0,Novelis,931.5,
1.0,Novartis Animal Health,570.25,1.0
1.0,The Fragrence House,539.0,
,Lidl,20.0,
1.0,Mitie - Bow,572.94,
0.0,British Army,-11.0,
1.0,Nhs Business Services Authority,1044.0,
,Commerzbank (Dresdner Kleinwort),14.0,
1.0,Corney And Barrow,184.39,
0.0,Department Of Work & Pensions,-283.5,1.0
,Mod,1.5,
0.0,Bupa,-186.0,1.0
0.0,Choice Care Group Colley Care Ltd,-318.5,1.0
0.0,West London Mental Health,-111.0,1.0
1.0,Redstone Converged Solutions,896.5,
0.0,Hm Forces,-60.25,
1.0,East Of England Ambulance Service,359.0,1.0
1.0,News International,617.78,
0.0,Marston Group,-43.5,
1.0,Unichem,111.5,1.0
1.0,Everything Everywhere,156.5,1.0
0.0,British Gas,-283.5,1.0
0.0,Cts Corporation,-136.0,1.0
0.0,British Army,-236.0,1.0
,Interpub Plc,94.25,
1.0,South London And Maudsley Nhs,556.5,1.0
,Norton Insurance,52.0,
1.0,Celtic Manor Resort,744.0,
0.0,Wolseley,-97.9,1.0
1.0,Shire And Co,571.87,
0.0,Halpern,-11.0,
1.0,Ocs,890.5,
0.0,Santia,-111.0,1.0
1.0,Vodafone Uk Ltd,940.25,
0.0,Loretto Housing Association,-68.5,1.0
,Hm Revenue & Customs,4.0,
0.0,Job Centre Plus,-91.0,1.0
0.0,Greenwich Council,-36.0,1.0
,Morrisons,90.5,
,99P Stores,31.25,
1.0,Kwik Fit,1451.0,
1.0,Balcas Timber,152.72,
0.0,Flybe Airlines,-156.0,1.0
,Arjo Wiggins Fine Paper Ltd,1.5,
1.0,Areasq,1151.5,
1.0,Bt,540.18,
1.0,Greater Manchester Police,300.25,
1.0,Central Tyre,486.5,1.0
1.0,Nissan,254.09,
1.0,Cooperative Retail Logistics,232.6,
1.0,Active Security Group,454.0,
1.0,Mental Health Matters,260.34,
1.0,Southern Rail,337.15,
0.0,Asda,-4.75,
1.0,Asda,136.5,
1.0,Tesco Maintenance,1086.5,
0.0,Executive Security Solutions,-127.94,1.0
1.0,Maplin Electronics,214.0,
1.0,Hm Forces,348.5,
1.0,Photo Cororation,269.28,
0.0,Screwfix,-213.5,1.0
1.0,Comet,456.5,
,Army,1.5,
1.0,Royal Navy,589.0,
1.0,Wycombe Wanderers,413.0,
,2 Yorks,54.0,
,Williams & Hill,50.0,1.0
0.0,Pregis Ridgid Packaging,-186.0,1.0
1.0,Knightsbridge Guarding,769.86,
0.0,One Stop,-163.43,1.0
,Easyway Trading Co Ltd,72.8,
1.0,Eurostart International Ltd,530.25,
1.0,Baxter And Storey,225.0,
0.0,Lasercare Clinics,-238.5,1.0
1.0,British Army,736.5,
1.0,Barwells,614.0,
1.0,Darlington Borough Council,126.73,
,William Hill,22.5,
0.0,Gills Travel,-186.0,1.0
1.0,Get Connected,506.5,1.0
0.0,Admiral Group Plc,-123.5,1.0
0.0,Wolseley,-19.75,
1.0,University Of Brighton,172.75,1.0
1.0,Paul Simon,162.75,
1.0,Hm Revenue And Customs,289.0,
0.0,Wright Foundation,-31.0,1.0
1.0,Caister Haven Holiday Park,407.82,1.0
1.0,Butlins,712.5,
0.0,Sunrise Senior Living,-91.5,
1.0,Electronic Temperature Instruments,291.5,1.0
1.0,D Lees Surgery,430.31,
0.0,Uk Border Agency,-121.0,1.0
0.0,Flagship Housing,-35.5,
1.0,Wns Assistance,374.43,
1.0,Alliance Healthcare,410.3,
1.0,British Army,1071.5,
1.0,Toby Carvery -  Mitchells And Buttler,771.8,
1.0,Lloyds,114.0,1.0
1.0,I.V.G White Ltd,931.5,
0.0,Four Seasons Healthcare,-137.25,1.0
1.0,T-Mobile,749.0,
,Hm Forces,1.5,
0.0,Amsafe Aviation,-189.46,
,Lidl,1.5,
0.0,Salford Royal,-131.0,1.0
1.0,Tile Giant,202.54,
1.0,Scotland Gas Networks,563.11,
0.0,Hill Dickinson Llp,-94.0,
1.0,Asda,122.08,1.0
1.0,Ocs  Office Cleaning And Security,518.66,
,Army,71.5,
0.0,Asda,-111.0,1.0
1.0,British Army,334.0,
1.0,Sainsburys,689.0,
1.0,Warwickshire County Council,474.0,
1.0,British Gas,361.5,
0.0,Royal Mail,-151.0,1.0
1.0,Tesco,1226.5,
0.0,Voyage,-161.0,1.0
1.0,Asda,407.75,1.0
,Bp Oil,1.5,
1.0,Enigma Security,375.0,
0.0,Tesco,-148.5,1.0
,Dhl Aviation Uk,37.25,1.0
,Students Union - University Of Essex,75.0,
,Meadows Care Home,1.5,
0.0,Ni Civil Service,-20.15,
0.0,Nhs Peterborough Community Services,-193.5,1.0
0.0,Phones4u,-93.5,1.0
1.0,Handicare,120.97,
1.0,Royal Mail,692.0,
1.0,Wilkinsons,100.25,1.0
,Westover Nissan,25.0,
0.0,Studley Castle,-1.37,1.0
1.0,Southend-On-Sea Borough Council,416.5,
1.0,Mecca,671.5,
0.0,Stylus,-11.0,
1.0,Zen Internet Ltd,331.5,
0.0,Basingstoke Angling,-91.0,1.0
1.0,Brittish Army,264.0,
0.0,Hm Forces,-20.0,1.0
1.0,Ocs Ltd,201.64,1.0
,British Army,66.5,1.0
0.0,Sunhealth Care,-11.0,
,Hm Forces,85.0,
1.0,Tsys,1045.2,
1.0,Hoseasons Group,181.5,1.0
0.0,Kent Police,-130.25,1.0
0.0,Savills Management Resources,-79.36,1.0
0.0,Shred It,-92.25,
0.0,Four Seasons Care Homes - Bickleigh Down Care Home,-208.5,1.0
0.0,Blackpool Council,-321.0,1.0
1.0,3663,199.0,
1.0,Comfort Care Services,912.75,
1.0,Mencap - Gateshead,391.5,
0.0,Tesco Stores Ltd,-11.0,
1.0,Adecco,177.0,
0.0,East Midlands Trains,-141.0,1.0
1.0,Konica Minolta,620.5,
0.0,Tj Hughes,-111.0,1.0
0.0,Tnt Express,-16.5,
1.0,Portsmouth City Council,391.5,
1.0,British Heart Foundation,270.25,
,Royal Mail,21.0,
1.0,Medic2,926.5,
1.0,Interpol Security Services,386.66,
1.0,Honda Uk,102.25,
1.0,Kings Security,299.94,
,Paul Uk,39.0,
1.0,G4s,476.5,
,Cap Gemini,91.5,
1.0,Securitas,552.75,
0.0,Cardinal Security,-238.5,1.0
,Sainsburys,91.5,
0.0,Best Western City Hotel,-13.5,
0.0,Scottish Sea Farms,-208.5,1.0
1.0,Creagh,123.0,
1.0,Eviivo,866.5,
0.0,N.Power,-136.0,1.0
1.0,British Army,540.5,
,Onestop,91.5,1.0
0.0,Kerry Foods,-84.75,1.0
0.0,James Bedford,-273.5,1.0
,Spicerhaart,33.75,
,Wirral Borough Council,1.5,
,Jeld-Wen,89.75,1.0
1.0,Lidl Uk,400.0,
0.0,Compass Group - Cardiff City Stadium,-148.5,1.0
1.0,Kelloggs,1409.0,
1.0,Plantrite,397.0,
1.0,Phs,1094.6,
1.0,Sigma 3,432.25,1.0
1.0,Royal Mail,188.0,1.0
1.0,Boots Opticians,424.0,
1.0,Hms Forces,1244.0,
0.0,Computacenter,-136.0,1.0
0.0,Royal Borough Of Kensington & Chelsea,-96.0,1.0
1.0,Lancashire County Council,170.84,
0.0,Hm Forces,-243.5,1.0
0.0,Wolseley,-211.0,1.0
1.0,Trilodge Ltd,236.6,1.0
1.0,E.On Energy,649.31,
1.0,House Of Fraser,416.5,
1.0,Proline Engineering,217.64,
,Space Engineering Services,1.5,
1.0,Our Ladys Catholic School/Birmingham City Council,857.75,
0.0,Telfords Warehouse,-211.56,1.0
,Bupa,14.0,
0.0,Radant,-158.5,1.0
1.0,Sabras Sound,104.0,
1.0,Derbyshire County Pct,636.5,
0.0,G4s,-67.25,1.0
1.0,Moy Park,644.99,
0.0,Royal Navy,-11.0,
0.0,Asda,-6.0,
1.0,Hm Forces,166.5,
0.0,Eurocraft Enclosures,-26.0,
1.0,Arc Europe,152.5,
,1St Battalion The Mercian Regiment,25.0,
1.0,East Midlands Trains,354.0,1.0
0.0,Royal Air Force,-30.3,
,Isg Cathedral,98.72,
1.0,Hm Forces,149.0,
,Speedboard Limited,48.95,1.0
0.0,Blackpool Fylde College,-161.0,1.0
0.0,Shop Direct,-91.0,1.0
,Phillip Graham International.,31.25,
1.0,The Crazy Bear,317.49,
0.0,St. Marys Nursing Home,-166.0,1.0
,One Stop,14.0,
,Nhs Tayside - Ninewells Hospital,14.0,
0.0,Scotrail,-66.32,1.0
0.0,Network Rail,-19.1,
,Reliance Security,47.75,1.0
1.0,Enersys,852.75,
1.0,First Step Finance,661.75,
0.0,London General,-66.0,1.0
0.0,Matalan,-233.5,1.0
0.0,Phoenix Futures,-208.5,1.0
0.0,Clear Answer,-16.0,
0.0,Everbuildbuilding Products,-2.02,
0.0,Frylite Ltd,-111.0,1.0
,Blackpool Council,91.0,
,Hmps,26.25,
,Asda,91.5,
,Nacro,1.5,
0.0,Bcha,-199.75,1.0
,Lifeways Community Care,81.85,
,The Co-Operative Group,75.25,1.0
1.0,Imperial College Healthcare Nhs Trust,711.5,
1.0,Harris Pye,303.06,
1.0,British Gas,482.75,
1.0,Nhs,150.25,
,Drl Limited,64.0,1.0
1.0,Sherwood Forest Hospitals,281.09,1.0
,Rmb Asset Management,18.32,
0.0,Nhs,-136.0,1.0
1.0,Northgate,474.25,
,Travis Perkins,1.5,1.0
1.0,Cds Superstores,2007.75,
1.0,Travis Perkins,316.5,
1.0,G4s,469.0,
,Paramount,41.5,
,Lloyds Tsb,27.11,
0.0,Sevacare,-77.51,
,Royal Mail,22.11,1.0
1.0,Center Parcs,532.66,
,Enterprise Plc,78.5,
1.0,Dept Of Wok & Pensions,872.75,
0.0,Sensee,-28.81,
0.0,Kensey Food,-136.0,1.0
,Sapa Components(Pressweld) Ltd,36.57,
1.0,Sainsburys,475.25,
,Magnet Ltd,43.0,
0.0,The Co-Operative Group,-143.5,1.0
